LCID	Locale	Mon Jan	Tue Feb	Wed Mar	Thu Apr	Fri May	Sat Jun	Sun Jul	Mon Aug	Tue Sep	Wed Oct	Thu Nov	Fri Dec
0x40F	is-IS	mánudagur,mán.,janúar,jan.,j	þriðjudagur,þri.,febrúar,feb.,f	miðvikudagur,mið.,mars,mar.,m	fimmtudagur,fim.,apríl,apr.,a	föstudagur,fös.,maí,maí,m	laugardagur,lau.,júní,jún.,j	sunnudagur,sun.,júlí,júl.,j	mánudagur,mán.,ágúst,ágú.,á	þriðjudagur,þri.,september,sep.,s	miðvikudagur,mið.,október,okt.,o	fimmtudagur,fim.,nóvember,nóv.,n	föstudagur,fös.,desember,des.,d
0x410	it-IT	lunedì,lun,gennaio,gen,g	martedì,mar,febbraio,feb,f	mercoledì,mer,marzo,mar,m	giovedì,gio,aprile,apr,a	venerdì,ven,maggio,mag,m	sabato,sab,giugno,giu,g	domenica,dom,luglio,lug,l	lunedì,lun,agosto,ago,a	martedì,mar,settembre,set,s	mercoledì,mer,ottobre,ott,o	giovedì,gio,novembre,nov,n	venerdì,ven,dicembre,dic,d
0x14000411	ja-JP	月曜日,月,1月,1,1	火曜日,火,2月,2,2	水曜日,水,3月,3,3	木曜日,木,4月,4,4	金曜日,金,5月,5,5	土曜日,土,6月,6,6	日曜日,日,7月,7,7	月曜日,月,8月,8,8	火曜日,火,9月,9,9	水曜日,水,10月,10,1	木曜日,木,11月,11,1	金曜日,金,12月,12,1
0x1D000412	ko-KR	월요일,월,1월,1,1	화요일,화,2월,2,2	수요일,수,3월,3,3	목요일,목,4월,4,4	금요일,금,5월,5,5	토요일,토,6월,6,6	일요일,일,7월,7,7	월요일,월,8월,8,8	화요일,화,9월,9,9	수요일,수,10월,10,1	목요일,목,11월,11,1	금요일,금,12월,12,1
0x413	nl-NL	maandag,ma,januari,jan,j	dinsdag,di,februari,feb,f	woensdag,wo,maart,mrt,m	donderdag,do,april,apr,a	vrijdag,vr,mei,mei,m	zaterdag,za,juni,jun,j	zondag,zo,juli,jul,j	maandag,ma,augustus,aug,a	dinsdag,di,september,sep,s	woensdag,wo,oktober,okt,o	donderdag,do,november,nov,n	vrijdag,vr,december,dec,d
0x414	nb-NO	mandag,ma,januar,jan,j	tirsdag,ti,februar,feb,f	onsdag,on,mars,mar,m	torsdag,to,april,apr,a	fredag,fr,mai,mai,m	lørdag,lø,juni,jun,j	søndag,sø,juli,jul,j	mandag,ma,august,aug,a	tirsdag,ti,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,desember,des,d
0x415	pl-PL	poniedziałek,Pn,styczeń,sty,s	wtorek,Wt,luty,lut,l	środa,Śr,marzec,mar,m	czwartek,Cz,kwiecień,kwi,k	piątek,Pt,maj,maj,m	sobota,So,czerwiec,cze,c	niedziela,N,lipiec,lip,l	poniedziałek,Pn,sierpień,sie,s	wtorek,Wt,wrzesień,wrz,w	środa,Śr,październik,paź,p	czwartek,Cz,listopad,lis,l	piątek,Pt,grudzień,gru,g
0x416	pt-BR	segunda-feira,seg,janeiro,jan,j	terça-feira,ter,fevereiro,fev,f	quarta-feira,qua,março,mar,m	quinta-feira,qui,abril,abr,a	sexta-feira,sex,maio,mai,m	sábado,sáb,junho,jun,j	domingo,dom,julho,jul,j	segunda-feira,seg,agosto,ago,a	terça-feira,ter,setembro,set,s	quarta-feira,qua,outubro,out,o	quinta-feira,qui,novembro,nov,n	sexta-feira,sex,dezembro,dez,d
0x417	rm-CH	glindesdi,gli,schaner,schan,s	mardi,ma,favrer,favr,f	mesemna,me,mars,mars,m	gievgia,gie,avrigl,avr,a	venderdi,ve,matg,matg,m	sonda,so,zercladur,zercl,z	dumengia,du,fanadur,fan,f	glindesdi,gli,avust,avust,a	mardi,ma,settember,sett,s	mesemna,me,october,oct,o	gievgia,gie,november,nov,n	venderdi,ve,december,dec,d
0x418	ro-RO	luni,L,ianuarie,ian.,i	marţi,Ma,februarie,feb.,f	miercuri,Mi,martie,mar.,m	joi,J,aprilie,apr.,a	vineri,V,mai,mai.,m	sâmbătă,S,iunie,iun.,i	duminică,D,iulie,iul.,i	luni,L,august,aug.,a	marţi,Ma,septembrie,sep.,s	miercuri,Mi,octombrie,oct.,o	joi,J,noiembrie,nov.,n	vineri,V,decembrie,dec.,d
0x419	ru-RU	понедельник,Пн,Январь,янв,Я	вторник,Вт,Февраль,фев,Ф	среда,Ср,Март,мар,М	четверг,Чт,Апрель,апр,А	пятница,Пт,Май,май,М	суббота,Сб,Июнь,июн,И	воскресенье,Вс,Июль,июл,И	понедельник,Пн,Август,авг,А	вторник,Вт,Сентябрь,сен,С	среда,Ср,Октябрь,окт,О	четверг,Чт,Ноябрь,ноя,Н	пятница,Пт,Декабрь,дек,Д
0x41A	hr-HR	ponedjeljak,pon,siječanj,sij,s	utorak,uto,veljača,vlj,v	srijeda,sri,ožujak,ožu,o	četvrtak,čet,travanj,tra,t	petak,pet,svibanj,svi,s	subota,sub,lipanj,lip,l	nedjelja,ned,srpanj,srp,s	ponedjeljak,pon,kolovoz,kol,k	utorak,uto,rujan,ruj,r	srijeda,sri,listopad,lis,l	četvrtak,čet,studeni,stu,s	petak,pet,prosinac,pro,p
0x41B	sk-SK	pondelok,po,január,1,j	utorok,ut,február,2,f	streda,st,marec,3,m	štvrtok,št,apríl,4,a	piatok,pi,máj,5,m	sobota,so,jún,6,j	nedeľa,ne,júl,7,j	pondelok,po,august,8,a	utorok,ut,september,9,s	streda,st,október,10,o	štvrtok,št,november,11,n	piatok,pi,december,12,d
0x41C	sq-AL	e hënë,Hën,janar,Jan,j	e martë,Mar,shkurt,Shk,s	e mërkurë,Mër,mars,Mar,m	e enjte,Enj,prill,Pri,p	e premte,Pre,maj,Maj,m	e shtunë,Sht,qershor,Qer,q	e diel,Die,korrik,Kor,k	e hënë,Hën,gusht,Gsh,g	e martë,Mar,shtator,Sht,s	e mërkurë,Mër,tetor,Tet,t	e enjte,Enj,nëntor,Nën,n	e premte,Pre,dhjetor,Dhj,d
0x41D	sv-SE	måndag,må,januari,jan,j	tisdag,ti,februari,feb,f	onsdag,on,mars,mar,m	torsdag,to,april,apr,a	fredag,fr,maj,maj,m	lördag,lö,juni,jun,j	söndag,sö,juli,jul,j	måndag,må,augusti,aug,a	tisdag,ti,september,sep,s	onsdag,on,oktober,okt,o	torsdag,to,november,nov,n	fredag,fr,december,dec,d
0xD00041E	th-TH	Monday,Mon,January,Jan,J	Tuesday,Tue,February,Feb,F	Wednesday,Wed,March,Mar,M	Thursday,Thu,April,Apr,A	Friday,Fri,May,May,M	Saturday,Sat,June,Jun,J	Sunday,Sun,July,Jul,J	Monday,Mon,August,Aug,A	Tuesday,Tue,September,Sep,S	Wednesday,Wed,October,Oct,O	Thursday,Thu,November,Nov,N	Friday,Fri,December,Dec,D
0x41F	tr-TR	Pazartesi,Pzt,Ocak,Oca,O	Salı,Sal,Şubat,Şub,Ş	Çarşamba,Çar,Mart,Mar,M	Perşembe,Per,Nisan,Nis,N	Cuma,Cum,Mayıs,May,M	Cumartesi,Cmt,Haziran,Haz,H	Pazar,Paz,Temmuz,Tem,T	Pazartesi,Pzt,Ağustos,Ağu,A	Salı,Sal,Eylül,Eyl,E	Çarşamba,Çar,Ekim,Eki,E	Perşembe,Per,Kasım,Kas,K	Cuma,Cum,Aralık,Ara,A
0x420	ur-PK	پیر,پیر,جنوری,جنوری,ج	منگل,منگل,فروری,فروری,ف	بدھ,بدھ,مارچ,مارچ,م	جمعرات,جمعرات,اپریل,اپریل,ا	جمعه,جمعه,مئ,مئ,م	هفته,هفته,جون,جون,ج	اتوار,اتوار,جولائ,جولائ,ج	پیر,پیر,اگست,اگست,ا	منگل,منگل,ستمبر,ستمبر,س	بدھ,بدھ,اکتوبر,اکتوبر,ا	جمعرات,جمعرات,نومبر,نومبر,ن	جمعه,جمعه,دسمبر,دسمبر,د
0x421	id-ID	Senin,Sen,Januari,Jan,J	Selasa,Sel,Februari,Feb,F	Rabu,Rabu,Maret,Mar,M	Kamis,Kamis,April,Apr,A	Jumat,Jumat,Mei,Mei,M	Sabtu,Sabtu,Juni,Jun,J	Minggu,Minggu,Juli,Jul,J	Senin,Sen,Agustus,Agust,A	Selasa,Sel,September,Sep,S	Rabu,Rabu,Oktober,Okt,O	Kamis,Kamis,Nopember,Nop,N	Jumat,Jumat,Desember,Des,D
0x422	uk-UA	понеділок,Пн,Січень,Січ,С	вівторок,Вт,Лютий,Лют,Л	середа,Ср,Березень,Бер,Б	четвер,Чт,Квітень,Кві,К	п'ятниця,Пт,Травень,Тра,Т	субота,Сб,Червень,Чер,Ч	неділя,Нд,Липень,Лип,Л	понеділок,Пн,Серпень,Сер,С	вівторок,Вт,Вересень,Вер,В	середа,Ср,Жовтень,Жов,Ж	четвер,Чт,Листопад,Лис,Л	п'ятниця,Пт,Грудень,Гру,Г
0x423	be-BY	панядзелак,пн,Студзень,Сту,С	аўторак,аў,Люты,Лют,Л	серада,ср,Сакавік,Сак,С	чацвер,чц,Красавік,Кра,К	пятніца,пт,Май,Май,М	субота,сб,Чэрвень,Чэр,Ч	нядзеля,нд,Ліпень,Ліп,Л	панядзелак,пн,Жнівень,Жні,Ж	аўторак,аў,Верасень,Вер,В	серада,ср,Кастрычнік,Кас,К	чацвер,чц,Лістапад,Ліс,Л	пятніца,пт,Снежань,Сне,С
0x424	sl-SI	ponedeljek,pon,januar,jan,j	torek,tor,februar,feb,f	sreda,sre,marec,mar,m	četrtek,čet,april,apr,a	petek,pet,maj,maj,m	sobota,sob,junij,jun,j	nedelja,ned,julij,jul,j	ponedeljek,pon,avgust,avg,a	torek,tor,september,sep,s	sreda,sre,oktober,okt,o	četrtek,čet,november,nov,n	petek,pet,december,dec,d
0x425	et-EE	esmaspäev,E,jaanuar,jaan,j	teisipäev,T,veebruar,veebr,v	kolmapäev,K,märts,märts,m	neljapäev,N,aprill,apr,a	reede,R,mai,mai,m	laupäev,L,juuni,juuni,j	pühapäev,P,juuli,juuli,j	esmaspäev,E,august,aug,a	teisipäev,T,september,sept,s	kolmapäev,K,oktoober,okt,o	neljapäev,N,november,nov,n	reede,R,detsember,dets,d
0x426	lv-LV	pirmdiena,pr,janvāris,jan,j	otrdiena,ot,februāris,feb,f	trešdiena,tr,marts,mar,m	ceturtdiena,ce,aprīlis,apr,a	piektdiena,pk,maijs,mai,m	sestdiena,se,jūnijs,jūn,j	svētdiena,sv,jūlijs,jūl,j	pirmdiena,pr,augusts,aug,a	otrdiena,ot,septembris,sep,s	trešdiena,tr,oktobris,okt,o	ceturtdiena,ce,novembris,nov,n	piektdiena,pk,decembris,dec,d
0x427	lt-LT	pirmadienis,Pr,sausis,Sau,s	antradienis,An,vasaris,Vas,v	trečiadienis,Tr,kovas,Kov,k	ketvirtadienis,Kt,balandis,Bal,b	penktadienis,Pn,gegužė,Geg,g	šeštadienis,Št,birželis,Bir,b	sekmadienis,Sk,liepa,Lie,l	pirmadienis,Pr,rugpjūtis,Rgp,r	antradienis,An,rugsėjis,Rgs,r	trečiadienis,Tr,spalis,Spl,s	ketvirtadienis,Kt,lapkritis,Lap,l	penktadienis,Pn,gruodis,Grd,g
0x428	tg-Cyrl_TJ	Душанбе,Дш,Январ,Янв,Я	Сешанбе,Сш,Феврал,Фев,Ф	Чоршанбе,Чш,Март,Мар,М	Панҷшанбе,Пш,Апрел,Апр,А	Ҷумъа,Ҷм,Май,Май,М	Шанбе,Шн,Июн,Июн,И	Яш,Яш,Июл,Июл,И	Душанбе,Дш,Август,Авг,А	Сешанбе,Сш,Сентябр,Сен,С	Чоршанбе,Чш,Октябр,Окт,О	Панҷшанбе,Пш,Ноябр,Ноя,Н	Ҷумъа,Ҷм,Декабр,Дек,Д
0x429	fa-IR	دوشنبه,دوشنبه,ژانويه,ژانويه,ژ	سه شنبه,سه شنبه,فوريه,فوريه,ف	چهار شنبه,چهار شنبه,مارس,مارس,م	پنجشنبه,پنجشنبه,آوريل,آوريل,آ	جمعه,جمعه,مه,مه,م	شنبه,شنبه,ژوئن,ژوئن,ژ	يکشنبه,يکشنبه,ژوئيه,ژوئيه,ژ	دوشنبه,دوشنبه,اوت,اوت,ا	سه شنبه,سه شنبه,سپتامبر,سپتامبر,س	چهار شنبه,چهار شنبه,اکتبر,اکتبر,ا	پنجشنبه,پنجشنبه,نوامبر,نوامبر,ن	جمعه,جمعه,دسامبر,دسامبر,د
0x42A	vi-VN	Thứ Hai,Hai,Tháng Giêng,Thg1,T	Thứ Ba,Ba,Tháng Hai,Thg2,T	Thứ Tư,Tư,Tháng Ba,Thg3,T	Thứ Năm,Năm,Tháng Tư,Thg4,T	Thứ Sáu,Sáu,Tháng Năm,Thg5,T	Thứ Bảy,Bảy,Tháng Sáu,Thg6,T	Chủ Nhật,CN,Tháng Bảy,Thg7,T	Thứ Hai,Hai,Tháng Tám,Thg8,T	Thứ Ba,Ba,Tháng Chín,Thg9,T	Thứ Tư,Tư,Tháng Mười,Thg10,T	Thứ Năm,Năm,Tháng Mười Một,Thg11,T	Thứ Sáu,Sáu,Tháng Mười Hai,Thg12,T
0x42B	hy-AM	Երկուշաբթի,Երկ,Հունվար,ՀՆՎ,Հ	Երեքշաբթի,Երք,Փետրվար,ՓՏՎ,Փ	Չորեքշաբթի,Չրք,Մարտ,ՄՐՏ,Մ	Հինգշաբթի,Հնգ,Ապրիլ,ԱՊՐ,Ա	ՈՒրբաթ,ՈՒր,Մայիս,ՄՅՍ,Մ	Շաբաթ,Շբթ,Հունիս,ՀՆՍ,Հ	Կիրակի,Կիր,Հուլիս,ՀԼՍ,Հ	Երկուշաբթի,Երկ,Օգոստոս,ՕԳՍ,Օ	Երեքշաբթի,Երք,Սեպտեմբեր,ՍԵՊ,Ս	Չորեքշաբթի,Չրք,Հոկտեմբեր,ՀՈԿ,Հ	Հինգշաբթի,Հնգ,Նոյեմբեր,ՆՈՅ,Ն	ՈՒրբաթ,ՈՒր,Դեկտեմբեր,ԴԵԿ,Դ
0x42C	az-Latn_AZ	Bazar ertəsi,Be,Yanvar,Yan,Y	Çərşənbə axşamı,Ça,Fevral,Fev,F	Çərşənbə,Ç,Mart,Mar,M	Cümə axşamı,Ca,Aprel,Apr,A	Cümə,C,May,May,M	Şənbə,Ş,İyun,İyun,İ	Bazar,B,İyul,İyul,İ	Bazar ertəsi,Be,Avgust,Avg,A	Çərşənbə axşamı,Ça,Sentyabr,Sen,S	Çərşənbə,Ç,Oktyabr,Okt,O	Cümə axşamı,Ca,Noyabr,Noy,N	Cümə,C,Dekabr,Dek,D
0x42D	eu-ES	astelehena,al.,urtarrila,urt.,u	asteartea,as.,otsaila,ots.,o	asteazkena,az.,martxoa,mar.,m	osteguna,og.,apirila,api.,a	ostirala,or.,maiatza,mai.,m	larunbata,lr.,ekaina,eka.,e	igandea,ig.,uztaila,uzt.,u	astelehena,al.,abuztua,abu.,a	asteartea,as.,iraila,ira.,i	asteazkena,az.,urria,urr.,u	osteguna,og.,azaroa,aza.,a	ostirala,or.,abendua,abe.,a
0x42E	hsb-DE	póndźela,pón,januar,jan,j	wutora,wut,februar,feb,f	srjeda,srj,měrc,měr,m	štwórtk,štw,apryl,apr,a	pjatk,pja,meja,mej,m	sobota,sob,junij,jun,j	njedźela,nje,julij,jul,j	póndźela,pón,awgust,awg,a	wutora,wut,september,sep,s	srjeda,srj,oktober,okt,o	štwórtk,štw,nowember,now,n	pjatk,pja,december,dec,d
0x42F	mk-MK	понеделник,пон,јануари,јан,ј	вторник,втр,февруари,фев,ф	среда,срд,март,мар,м	четврток,чет,април,апр,а	петок,пет,мај,мај,м	сабота,саб,јуни,јун,ј	недела,нед,јули,јул,ј	понеделник,пон,август,авг,а	вторник,втр,септември,сеп,с	среда,срд,октомври,окт,о	четврток,чет,ноември,ное,н	петок,пет,декември,дек,д
0x430	st-ZA	Mmantaha,Mma,Phesekgong,Phe,P	Labobedi,Bed,Hlakola,Kol,H	Laboraru,Rar,Hlakubele,Ube,H	Labone,Ne,Mmese,Mme,M	Labohlane,Hla,Motsheanong,Mot,M	Moqebelo,Moq,Phupjane,Jan,P	Sontaha,Son,Phupu,Upu,P	Mmantaha,Mma,Phata,Pha,P	Labobedi,Bed,Leotshe,Leo,L	Laboraru,Rar,Mphalane,Mph,M	Labone,Ne,Pundungwane,Pun,P	Labohlane,Hla,Tshitwe,Tsh,T
0x431	ts-ZA	Musumbhunuku,Mus,Sunguti,Sun,S	Ravumbirhi,Bir,Nyenyenyani,Yan,N	Ravunharhu,Har,Nyenyankulu,Kul,N	Ravumune,Ne,Dzivamisoko,Dzi,D	Ravuntlhanu,Tlh,Mudyaxihi,Mud,M	Mugqivela,Mug,Khotavuxika,Kho,K	Sonto,Son,Mawuwani,Maw,M	Musumbhunuku,Mus,Mhawuri,Mha,M	Ravumbirhi,Bir,Ndzhati,Ndz,N	Ravunharhu,Har,Nhlangula,Nhl,N	Ravumune,Ne,Hukuri,Huk,H	Ravuntlhanu,Tlh,N'wendzamhala,N'w,N
0x432	tn-ZA	Mosupologo,Mos.,Ferikgong,Fer.,F	Labobedi,Lbd.,Tlhakole,Tlhak.,T	Laboraro,Lbr.,Mopitloe,Mop.,M	Labone,Lbn.,Moranang,Mor.,M	Labotlhano,Lbt.,Motsheganong,Motsh.,M	Lamatlhatso,Lmt.,Seetebosigo,Seet.,S	Latshipi,Ltp.,Phukwi,Phukw.,P	Mosupologo,Mos.,Phatwe,Phatw.,P	Labobedi,Lbd.,Lwetse,Lwets.,L	Laboraro,Lbr.,Diphalane,Diph.,D	Labone,Lbn.,Ngwanatsele,Ngwan.,N	Labotlhano,Lbt.,Sedimothole,Sed.,S
0x433	ve-ZA	Musumbuluwo,Mus,Phando,Pha,P	Ḽavhuvhili,Vhi,Luhuhi,Luh,L	Ḽavhuraru,Ra,Ṱhafamuhwe,Ṱha,Ṱ	Ḽavhuṋa,Ṋa,Lambamai,Lam,L	Ḽavhuṱanu,Ṱan,Shundunthule,Shu,S	Mugivhela,Mug,Fulwi,Lwi,F	Swondaha,Swo,Fulwana,Lwa,F	Musumbuluwo,Mus,Ṱhangule,Ṱha,Ṱ	Ḽavhuvhili,Vhi,Khubvumedzi,Khu,K	Ḽavhuraru,Ra,Tshimedzi,Tsh,T	Ḽavhuṋa,Ṋa,Ḽara,Ḽar,Ḽ	Ḽavhuṱanu,Ṱan,Nyendavhusiku,Nye,N
0x434	xh-ZA	uMvulo,Mon,eyoMqungu,Jan,e	uLwesibini,Tue,eyoMdumba,Feb,e	uLwesithathu,Wed,eyoKwindla,Mar,e	uLwesine,Thu,Tshazimpuzi,Apr,T	uLwesihlanu,Fri,Canzibe,May,C	uMgqibelo,Sat,eyeSilimela,Jun,e	iCawa,Sun,eyeKhala,Jul,e	uMvulo,Mon,eyeThupha,Aug,e	uLwesibini,Tue,eyoMsintsi,Sep,e	uLwesithathu,Wed,eyeDwarha,Oct,e	uLwesine,Thu,eyeNkanga,Nov,e	uLwesihlanu,Fri,eyoMnga,Dec,e
0x435	zu-ZA	uMsombuluko,Mso.,uMasingana,Mas.,u	uLwesibili,Bi.,uNhlolanja,Nhlo.,u	uLwesithathu,Tha.,uNdasa,Nda.,u	uLwesine,Ne.,uMbaso,Mba.,u	uLwesihlanu,Hla.,uNhlaba,Nhla.,u	uMgqibelo,Mgq.,uNhlangulana,Nhlang.,u	iSonto,Son.,uNtulikazi,Ntu.,u	uMsombuluko,Mso.,uNcwaba,Ncwa.,u	uLwesibili,Bi.,uMandulo,Man.,u	uLwesithathu,Tha.,uMfumfu,Mfu.,u	uLwesine,Ne.,uLwezi,Lwe.,u	uLwesihlanu,Hla.,uZibandlela,zib.,u
0x436	af-ZA	Maandag,Maan,Januarie,Jan,J	Dinsdag,Dins,Februarie,Feb,F	Woensdag,Woen,Maart,Mar,M	Donderdag,Dond,April,Apr,A	Vrydag,Vry,Mei,Mei,M	Saterdag,Sat,Junie,Jun,J	Sondag,Son,Julie,Jul,J	Maandag,Maan,Augustus,Aug,A	Dinsdag,Dins,September,Sep,S	Woensdag,Woen,Oktober,Okt,O	Donderdag,Dond,November,Nov,N	Vrydag,Vry,Desember,Des,D
0x437	ka-GE	ორშაბათი,ორშაბათი,იანვარი,იან,ი	სამშაბათი,სამშაბათი,თებერვალი,თებ,თ	ოთხშაბათი,ოთხშაბათი,მარტი,მარ,მ	ხუთშაბათი,ხუთშაბათი,აპრილი,აპრ,ა	პარასკევი,პარასკევი,მაისი,მაის,მ	შაბათი,შაბათი,ივნისი,ივნ,ი	კვირა,კვირა,ივლისი,ივლ,ი	ორშაბათი,ორშაბათი,აგვისტო,აგვ,ა	სამშაბათი,სამშაბათი,სექტემბერი,სექ,ს	ოთხშაბათი,ოთხშაბათი,ოქტომბერი,ოქტ,ო	ხუთშაბათი,ხუთშაბათი,ნოემბერი,ნოემ,ნ	პარასკევი,პარასკევი,დეკემბერი,დეკ,დ
0x438	fo-FO	mánadagur,mán,januar,jan,j	týsdagur,týs,februar,feb,f	mikudagur,mik,mars,mar,m	hósdagur,hós,apríl,apr,a	fríggjadagur,frí,mai,mai,m	leygardagur,leyg,juni,jun,j	sunnudagur,sun,juli,jul,j	mánadagur,mán,august,aug,a	týsdagur,týs,september,sep,s	mikudagur,mik,oktober,okt,o	hósdagur,hós,november,nov,n	fríggjadagur,frí,desember,des,d
0x2000439	hi-IN	सोमवार,सोम.,जनवरी,जनवरी,ज	मंगलवार,मंगल.,फरवरी,फरवरी,फ	बुधवार,बुध.,मार्च,मार्च,म	गुरुवार,गुरु.,अप्रैल,अप्रैल,अ	शुक्रवार,शुक्र.,मई,मई,म	शनिवार,शनि.,जून,जून,ज	रविवार,रवि.,जुलाई,जुलाई,ज	सोमवार,सोम.,अगस्त,अगस्त,अ	मंगलवार,मंगल.,सितम्बर,सितम्बर,स	बुधवार,बुध.,अक्तूबर,अक्तूबर,अ	गुरुवार,गुरु.,नवम्बर,नवम्बर,न	शुक्रवार,शुक्र.,दिसम्बर,दिसम्बर,द
0x43A	mt-MT	It-Tnejn,Tne,Jannar,Jan,J	It-Tlieta,Tli,Frar,Fra,F	L-Erbgħa,Erb,Marzu,Mar,M	Il-Ħamis,Ħam,April,Apr,A	Il-Ġimgħa,Ġim,Mejju,Mej,M	Is-Sibt,Sib,Ġunju,Ġun,Ġ	Il-Ħadd,Ħad,Lulju,Lul,L	It-Tnejn,Tne,Awissu,Awi,A	It-Tlieta,Tli,Settembru,Set,S	L-Erbgħa,Erb,Ottubru,Ott,O	Il-Ħamis,Ħam,Novembru,Nov,N	Il-Ġimgħa,Ġim,Diċembru,Diċ,D
0x43B	se-NO	vuossárga,vuos,ođđajagemánnu,ođđj,o	maŋŋebárga,maŋ,guovvamánnu,guov,g	gaskavahkku,gask,njukčamánnu,njuk,n	duorastat,duor,cuoŋománnu,cuo,c	bearjadat,bear,miessemánnu,mies,m	lávvardat,láv,geassemánnu,geas,g	sotnabeaivi,sotn,suoidnemánnu,suoi,s	vuossárga,vuos,borgemánnu,borg,b	maŋŋebárga,maŋ,čakčamánnu,čakč,č	gaskavahkku,gask,golggotmánnu,golg,g	duorastat,duor,skábmamánnu,skáb,s	bearjadat,bear,juovlamánnu,juov,j
0x43E	ms-MY	Isnin,Isnin,Januari,Jan,J	Selasa,Sel,Februari,Feb,F	Rabu,Rabu,Mac,Mac,M	Khamis,Khamis,April,Apr,A	Jumaat,Jumaat,Mei,Mei,M	Sabtu,Sabtu,Jun,Jun,J	Ahad,Ahad,Julai,Jul,J	Isnin,Isnin,Ogos,Ogos,O	Selasa,Sel,September,Sept,S	Rabu,Rabu,Oktober,Okt,O	Khamis,Khamis,November,Nov,N	Jumaat,Jumaat,Disember,Dis,D
0x43F	kk-KZ	Дүйсенбі,Дс,қаңтар,Қаң,қ	Сейсенбі,Сс,ақпан,Ақп,а	Сәрсенбі,Ср,наурыз,Нау,н	Бейсенбі,Бс,сәуір,Сәу,с	Жұма,Жм,мамыр,Мам,м	Сенбі,Сн,маусым,Мау,м	Жексенбі,Жк,шілде,Шіл,ш	Дүйсенбі,Дс,тамыз,Там,т	Сейсенбі,Сс,қыркүйек,Қыр,қ	Сәрсенбі,Ср,қазан,Қаз,қ	Бейсенбі,Бс,қараша,Қар,қ	Жұма,Жм,желтоқсан,Жел,ж
0x440	ky-KG	Дүйшөмбү,Дш,Январь,Янв,Я	Шейшемби,Шш,Февраль,Фев,Ф	Шаршемби,Шр,Март,Мар,М	Бейшемби,Бш,Апрель,Апр,А	Жума,Жм,Май,Май,М	Ишемби,Иш,Июнь,Июн,И	Жекшемби,Жш,Июль,Июл,И	Дүйшөмбү,Дш,Август,Авг,А	Шейшемби,Шш,Сентябрь,Сен,С	Шаршемби,Шр,Октябрь,Окт,О	Бейшемби,Бш,Ноябрь,Ноя,Н	Жума,Жм,Декабрь,Дек,Д
0x441	sw-KE	Jumatatu,Jumat.,Januari,Jan,J	Jumanne,Juman.,Februari,Feb,F	Jumatano,Jumat.,Machi,Mac,M	Alhamisi,Alh.,Aprili,Apr,A	Ijumaa,Iju.,Mei,Mei,M	Jumamosi,Jumam.,Juni,Jun,J	Jumapili,Jumap.,Julai,Jul,J	Jumatatu,Jumat.,Agosti,Ago,A	Jumanne,Juman.,Septemba,Sep,S	Jumatano,Jumat.,Oktoba,Okt,O	Alhamisi,Alh.,Novemba,Nov,N	Ijumaa,Iju.,Decemba,Dec,D
0x442	tk-TM	başgün,Bg,Türkmenbaşy,TB,T	ýaşgün,Ýg,Baýdak,BK,B	hoşgün,Hg,Nowruz,NZ,N	sogapgün,Sg,Gurbansoltan,GN,G	annagün,Ag,Magtymguly,MG,M	ruhgün,Rg,Oguz,OZ,O	dynçgün,Dg,Gorkut,GT,G	başgün,Bg,Alp Arslan,AA,A	ýaşgün,Ýg,Ruhnama,RN,R	hoşgün,Hg,Garaşsyzlyk,GK,G	sogapgün,Sg,Sanjar,SR,S	annagün,Ag,Bitaraplyk,BT,B
0x443	uz-Latn_UZ	dushanba,dsh.,yanvar,yanvar,y	seshanba,sesh.,fevral,fevral,f	chorshanba,chr.,mart,mart,m	payshanba,psh.,aprel,aprel,a	juma,jm.,may,may,m	shanba,sh.,iyun,iyun,i	yakshanba,yak.,iyul,iyul,i	dushanba,dsh.,avgust,avgust,a	seshanba,sesh.,sentyabr,sentyabr,s	chorshanba,chr.,oktyabr,oktyabr,o	payshanba,psh.,noyabr,noyabr,n	juma,jm.,dekabr,dekabr,d
0x444	tt-RU	Дүшәмбе,Дүш,Гыйнвар,Гыйн.,Г	Сишәмбе,Сиш,Февраль,Фев.,Ф	Чәршәмбе,Чәрш,Март,Мар.,М	Пәнҗешәмбе,Пәнҗ,Апрель,Апр.,А	Җомга,Җом,Май,Май,М	Шимбә,Шим,Июнь,Июнь,И	Якшәмбе,Якш,Июль,Июль,И	Дүшәмбе,Дүш,Август,Авг.,А	Сишәмбе,Сиш,Сентябрь,Сен.,С	Чәршәмбе,Чәрш,Октябрь,Окт.,О	Пәнҗешәмбе,Пәнҗ,Ноябрь,Нояб.,Н	Җомга,Җом,Декабрь,Дек.,Д
